MK105444.1	NODE_7673_length_2710_cov_37.985829	82.353	170	30	0	1	510	1192	1701	1.60e-86	318
MK105444.1	NODE_7673_length_2710_cov_37.985829	61.983	121	46	0	566	204	1757	1395	4.69e-48	172
MK105444.1	NODE_7673_length_2710_cov_37.985829	80.952	21	4	0	143	81	1334	1272	4.69e-48	37.7
MK105444.1	NODE_7673_length_2710_cov_37.985829	43.258	178	101	0	534	1	1725	1192	4.86e-28	123
MK105444.1	NODE_7673_length_2710_cov_37.985829	35.638	188	121	0	3	566	1194	1757	7.88e-22	103
MK105444.1	NODE_7673_length_2710_cov_37.985829	38.346	133	82	0	418	20	1609	1211	9.94e-09	59.7
MK105444.1	NODE_7673_length_2710_cov_37.985829	46.377	69	37	0	68	274	1259	1465	0.012	39.6
MK105444.1	NODE_23716_length_1572_cov_54.124236	81.765	170	31	0	1	510	38	547	2.58e-84	310
MK105444.1	NODE_23716_length_1572_cov_54.124236	65.574	122	42	0	566	201	603	238	1.47e-49	185
MK105444.1	NODE_23716_length_1572_cov_54.124236	65.217	23	8	0	149	81	186	118	1.47e-49	29.9
MK105444.1	NODE_23716_length_1572_cov_54.124236	38.728	173	106	0	3	521	40	558	4.52e-31	133
MK105444.1	NODE_23716_length_1572_cov_54.124236	47.541	183	96	0	567	19	604	56	2.57e-28	124
MK105444.1	NODE_23716_length_1572_cov_54.124236	37.791	172	107	0	517	2	554	39	8.48e-15	79.9
MK105444.1	NODE_23716_length_1572_cov_54.124236	51.429	70	34	0	65	274	102	311	1.89e-04	45.5
MK105444.1	NODE_6_length_20917_cov_5087.047027	93.243	148	10	0	1	444	20472	20915	1.08e-81	302
MK105444.1	NODE_6_length_20917_cov_5087.047027	80.247	81	16	0	443	201	20914	20672	3.14e-51	162
MK105444.1	NODE_6_length_20917_cov_5087.047027	91.304	23	2	0	149	81	20620	20552	3.14e-51	45.1
MK105444.1	NODE_6_length_20917_cov_5087.047027	57.692	26	11	0	78	1	20549	20472	3.14e-51	32.2
MK105444.1	NODE_6_length_20917_cov_5087.047027	80.822	73	14	0	566	348	1370	1152	2.13e-45	138
MK105444.1	NODE_6_length_20917_cov_5087.047027	84.375	32	5	0	347	252	97	2	2.13e-45	69.8
MK105444.1	NODE_6_length_20917_cov_5087.047027	45.578	147	80	0	3	443	20474	20914	1.17e-34	145
MK105444.1	NODE_6_length_20917_cov_5087.047027	88.889	54	6	0	349	510	1153	1314	1.63e-33	117
MK105444.1	NODE_6_length_20917_cov_5087.047027	82.051	39	7	0	253	369	3	119	1.63e-33	51.0
MK105444.1	NODE_6_length_20917_cov_5087.047027	52.212	113	54	0	441	103	20912	20574	5.30e-21	100
MK105444.1	NODE_6_length_20917_cov_5087.047027	46.259	147	79	0	442	2	20913	20473	4.89e-20	97.3
MK105444.1	NODE_6_length_20917_cov_5087.047027	54.167	72	33	0	564	349	1368	1153	6.11e-12	68.9
MK105444.1	NODE_6_length_20917_cov_5087.047027	52.941	34	16	0	357	256	107	6	6.11e-12	26.7
MK105444.1	NODE_6_length_20917_cov_5087.047027	44.828	58	32	0	348	521	1152	1325	3.91e-11	55.6
MK105444.1	NODE_6_length_20917_cov_5087.047027	45.714	35	19	0	255	359	5	109	3.91e-11	37.3
MK105444.1	NODE_6_length_20917_cov_5087.047027	52.055	73	35	0	56	274	20527	20745	1.08e-05	49.6
MK105444.1	NODE_6_length_20917_cov_5087.047027	48.276	58	30	0	350	523	1154	1327	0.001	43.2
MK105444.1	NODE_6_length_20917_cov_5087.047027	42.623	61	35	0	520	338	1324	1142	1.0	33.1
MK105444.1	NODE_23973_length_1563_cov_10.884563	70.000	90	27	0	1	270	1541	1272	3.25e-64	155
MK105444.1	NODE_23973_length_1563_cov_10.884563	64.615	65	23	0	316	510	1226	1032	3.25e-64	108
MK105444.1	NODE_23973_length_1563_cov_10.884563	49.587	121	61	0	566	204	976	1338	1.00e-24	112
MK105444.1	NODE_23973_length_1563_cov_10.884563	35.714	182	117	0	546	1	996	1541	3.56e-12	71.2
MK105444.1	NODE_23973_length_1563_cov_10.884563	38.095	63	39	0	108	296	1434	1246	1.08e-05	49.6
MK105444.1	NODE_23973_length_1563_cov_10.884563	39.655	58	35	0	298	125	1244	1417	0.28	35.0
MK105444.1	NODE_27991_length_1436_cov_7.000000	70.992	131	38	0	118	510	1249	857	3.26e-64	213
MK105444.1	NODE_27991_length_1436_cov_7.000000	58.824	34	14	0	1	102	1372	1271	3.26e-64	51.0
MK105444.1	NODE_27991_length_1436_cov_7.000000	59.341	91	37	0	476	204	891	1163	5.74e-26	116
MK105444.1	NODE_27991_length_1436_cov_7.000000	51.724	58	28	0	285	112	1082	1255	1.84e-18	66.1
MK105444.1	NODE_27991_length_1436_cov_7.000000	37.500	72	45	0	528	313	839	1054	1.84e-18	45.1
MK105444.1	NODE_27991_length_1436_cov_7.000000	37.500	56	35	0	117	284	1250	1083	5.88e-10	43.7
MK105444.1	NODE_27991_length_1436_cov_7.000000	35.065	77	50	0	336	566	1031	801	5.88e-10	38.6
