MK105444.1	NODE_3105_length_16774_cov_105.395262	71.176	170	49	0	1	510	1266	1775	1.80e-77	290
MK105444.1	NODE_3105_length_16774_cov_105.395262	62.295	122	46	0	566	201	1831	1466	2.04e-44	175
MK105444.1	NODE_3105_length_16774_cov_105.395262	57.143	21	9	0	143	81	1408	1346	2.04e-44	25.8
MK105444.1	NODE_3105_length_16774_cov_105.395262	47.297	74	39	0	285	64	1550	1329	1.36e-22	72.1
MK105444.1	NODE_3105_length_16774_cov_105.395262	53.704	54	25	0	552	391	1817	1656	1.36e-22	55.6
MK105444.1	NODE_3105_length_16774_cov_105.395262	36.567	134	85	0	120	521	1385	1786	5.06e-18	93.2
MK105444.1	NODE_3105_length_16774_cov_105.395262	50.769	65	32	0	77	271	1342	1536	4.44e-09	46.0
MK105444.1	NODE_3105_length_16774_cov_105.395262	47.727	44	23	0	392	523	1657	1788	4.44e-09	35.9
MK105444.1	NODE_3105_length_16774_cov_105.395262	40.909	66	39	0	286	89	1551	1354	2.46e-05	51.0
MK105444.1	NODE_159_length_159370_cov_9.898218	63.115	122	45	0	1	366	55839	56204	4.40e-62	177
MK105444.1	NODE_159_length_159370_cov_9.898218	68.889	45	14	0	376	510	56232	56366	4.40e-62	82.2
MK105444.1	NODE_159_length_159370_cov_9.898218	51.667	60	29	0	383	204	56221	56042	1.66e-24	68.0
MK105444.1	NODE_159_length_159370_cov_9.898218	51.613	62	30	0	566	381	56422	56237	1.66e-24	66.1
MK105444.1	NODE_159_length_159370_cov_9.898218	28.395	81	58	0	354	112	56192	55950	0.096	39.1
MK105444.1	NODE_353_length_97518_cov_5.220511	69.173	133	41	0	112	510	80527	80129	4.42e-62	213
MK105444.1	NODE_353_length_97518_cov_5.220511	53.846	39	18	0	1	117	80641	80525	4.42e-62	46.9
MK105444.1	NODE_353_length_97518_cov_5.220511	43.802	121	68	0	566	204	80073	80435	1.20e-20	101
MK105444.1	NODE_3425_length_15449_cov_18.826189	70.787	89	26	0	1	267	10292	10026	7.65e-61	160
MK105444.1	NODE_3425_length_15449_cov_18.826189	58.209	67	28	0	310	510	9983	9783	7.65e-61	95.0
MK105444.1	NODE_3425_length_15449_cov_18.826189	47.934	121	63	0	566	204	9727	10089	2.08e-23	105
MK105444.1	NODE_3425_length_15449_cov_18.826189	70.588	17	5	0	143	93	10150	10200	2.08e-23	25.4
MK105444.1	NODE_3425_length_15449_cov_18.826189	33.143	175	117	0	528	4	9765	10289	5.03e-10	66.6
MK105444.1	NODE_3425_length_15449_cov_18.826189	32.584	89	60	0	93	359	10200	9934	0.005	43.2
MK105444.1	NODE_1478_length_31724_cov_3.559526	64.444	135	48	0	106	510	28307	27903	2.69e-60	205
MK105444.1	NODE_1478_length_31724_cov_3.559526	57.576	33	14	0	1	99	28415	28317	2.69e-60	48.3
MK105444.1	NODE_1478_length_31724_cov_3.559526	50.413	121	60	0	566	204	27847	28209	5.02e-30	133
MK105444.1	NODE_5531_length_10495_cov_4.193825	74.074	54	14	0	109	270	715	554	3.70e-59	113
MK105444.1	NODE_5531_length_10495_cov_4.193825	66.129	62	21	0	325	510	502	317	3.70e-59	105
MK105444.1	NODE_5531_length_10495_cov_4.193825	50.000	36	18	0	1	108	829	722	3.70e-59	50.1
MK105444.1	NODE_5531_length_10495_cov_4.193825	45.679	81	44	0	566	324	261	503	9.00e-22	79.9
MK105444.1	NODE_5531_length_10495_cov_4.193825	51.351	37	18	0	314	204	510	620	9.00e-22	45.1
MK105444.1	NODE_5531_length_10495_cov_4.193825	25.926	54	40	0	270	109	554	715	1.2	35.4
MK105444.1	NODE_84219_length_1769_cov_5.838323	64.865	148	52	0	67	510	1696	1253	3.39e-57	223
MK105444.1	NODE_84219_length_1769_cov_5.838323	50.820	122	60	0	566	201	1197	1562	1.03e-30	135
MK105444.1	NODE_84219_length_1769_cov_5.838323	60.606	33	13	0	1	99	1768	1670	8.83e-05	49.2
MK105444.1	NODE_84219_length_1769_cov_5.838323	42.308	26	15	0	528	451	1235	1312	3.1	34.1
MK105444.1	NODE_102104_length_1576_cov_1.700745	59.494	79	32	0	103	339	697	933	7.99e-52	111
MK105444.1	NODE_102104_length_1576_cov_1.700745	65.306	49	17	0	364	510	967	1113	7.99e-52	79.4
MK105444.1	NODE_102104_length_1576_cov_1.700745	38.462	39	24	0	1	117	592	708	7.99e-52	41.8
MK105444.1	NODE_102104_length_1576_cov_1.700745	64.286	14	5	0	325	366	931	972	7.99e-52	29.0
MK105444.1	NODE_102104_length_1576_cov_1.700745	40.323	62	37	0	566	381	1169	984	5.81e-18	59.3
MK105444.1	NODE_102104_length_1576_cov_1.700745	48.889	45	23	0	338	204	932	798	5.81e-18	52.8
MK105444.1	NODE_2879_length_17938_cov_3.970906	47.778	90	47	0	76	345	5230	4961	1.56e-40	98.7
MK105444.1	NODE_2879_length_17938_cov_3.970906	52.273	44	21	0	379	510	4918	4787	1.56e-40	63.4
MK105444.1	NODE_2879_length_17938_cov_3.970906	39.394	33	20	0	1	99	5356	5258	1.56e-40	36.3
MK105444.1	NODE_2879_length_17938_cov_3.970906	50.000	14	7	0	325	366	4966	4925	1.56e-40	25.4
MK105444.1	NODE_2879_length_17938_cov_3.970906	38.710	62	38	0	566	381	4731	4916	9.40e-10	45.1
MK105444.1	NODE_2879_length_17938_cov_3.970906	47.500	40	21	0	332	213	4974	5093	9.40e-10	39.1
MK105444.1	NODE_2879_length_17938_cov_3.970906	25.000	60	45	0	138	317	5168	4989	0.008	32.2
MK105444.1	NODE_2879_length_17938_cov_3.970906	50.000	20	10	0	379	438	4918	4859	0.008	28.1
MK105444.1	NODE_69581_length_1984_cov_0.778780	62.745	51	19	0	118	270	1113	1265	1.66e-40	93.6
